img_obj,url,width,height,format
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998862110>,https://i.travelapi.com/hotels/5000000/4180000/4177600/4177538/8ab5eafa_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998863910>,https://i.travelapi.com/hotels/14000000/13350000/13341500/13341413/b2d6d6d2_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988633A0>,https://i.travelapi.com/hotels/1000000/20000/15700/15635/a8945b26_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862FB0>,https://i.travelapi.com/hotels/2000000/1790000/1784900/1784806/15a3e0f6_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862170>,https://i.travelapi.com/hotels/1000000/90000/85000/84992/9e784bc9_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860910>,https://i.travelapi.com/hotels/1000000/530000/526800/526796/a6a9d54b_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x219 at 0x7E4998860CA0>,https://i.travelapi.com/hotels/2000000/1400000/1393200/1393121/2ce69926_b.jpg,350,219,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E4998861E40>,https://i.travelapi.com/hotels/2000000/1400000/1396700/1396635/23e9ee72_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49988624D0>,https://i.travelapi.com/hotels/7000000/6070000/6068400/6068365/ef9ffe0f_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862C50>,https://i.travelapi.com/hotels/2000000/1210000/1200300/1200297/ddc1b43a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998863DC0>,https://i.travelapi.com/hotels/2000000/1180000/1177400/1177328/82062296_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E49994202B0>,https://traffickcam.com/images/2019/4/20180318_225432_Q30A0O.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3024x4032 at 0x7E4998863370>,https://traffickcam.com/images/2017/8/20160715_041658_6RG1RQ.jpg,3024,4032,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860D90>,https://i.travelapi.com/hotels/3000000/2040000/2039600/2039592/a332a2f7_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E4998863FA0>,https://traffickcam.com/images/2017/8/20160701_231748_FMLSCM.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E499890C160>,https://i.travelapi.com/hotels/2000000/1260000/1255600/1255549/c39b6278_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E499890CC10>,https://i.travelapi.com/hotels/3000000/2310000/2309200/2309193/8d6706a4_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890CF10>,https://i.travelapi.com/hotels/6000000/5100000/5095000/5094968/33273f3e_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998862E30>,https://i.travelapi.com/hotels/2000000/1120000/1118400/1118330/194e72f2_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890D3C0>,https://i.travelapi.com/hotels/2000000/1330000/1323500/1323449/86a67a77_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x212 at 0x7E499890D420>,https://i.travelapi.com/hotels/5000000/4490000/4485200/4485152/1e62fc67_b.jpg,350,212,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x244 at 0x7E499890D390>,https://i.travelapi.com/hotels/3000000/2550000/2542400/2542358/db3643c1_b.jpg,350,244,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E499890D270>,https://i.travelapi.com/hotels/10000000/9590000/9587700/9587637/30e0dc92_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890CA60>,https://i.travelapi.com/hotels/1000000/20000/19100/19078/d5760080_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E499890CFD0>,https://i.travelapi.com/hotels/13000000/12990000/12988500/12988492/e69b29d8_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890C400>,https://i.travelapi.com/hotels/1000000/910000/904800/904747/1b379967_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890C3D0>,https://i.travelapi.com/hotels/2000000/1820000/1817800/1817767/012692f1_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E499890CE50>,https://i.travelapi.com/hotels/1000000/700000/695900/695814/6549d97b_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E499890CA00>,https://i.travelapi.com/hotels/1000000/910000/902900/902843/613a9fd9_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890D810>,https://i.travelapi.com/hotels/5000000/4770000/4768900/4768834/af8507e1_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890CCA0>,https://i.travelapi.com/hotels/4000000/3580000/3570800/3570714/8860242d_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890C6D0>,https://i.travelapi.com/hotels/1000000/10000/8100/8053/27f39490_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=263x350 at 0x7E499890C490>,https://i.travelapi.com/hotels/6000000/5770000/5761300/5761284/fc8cf1dd_b.jpg,263,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890CE20>,https://i.travelapi.com/hotels/1000000/30000/28000/27981/4d6283d6_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890CC70>,https://i.travelapi.com/hotels/1000000/20000/11300/11294/073a7271_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=305x350 at 0x7E4998861E10>,https://i.travelapi.com/hotels/1000000/210000/201200/201184/3e7c8aeb_b.jpg,305,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998862740>,https://i.travelapi.com/hotels/1000000/900000/891100/891075/3ca31aa7_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890CEB0>,https://i.travelapi.com/hotels/1000000/910000/908600/908540/81b08f2c_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E499890CAC0>,https://i.travelapi.com/hotels/3000000/2700000/2691700/2691604/407696e7_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x216 at 0x7E499890D210>,https://i.travelapi.com/hotels/3000000/2150000/2141800/2141763/7f155459_b.jpg,350,216,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890CE80>,https://i.travelapi.com/hotels/2000000/1070000/1068400/1068380/ff6012e5_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E499890D480>,https://i.travelapi.com/hotels/1000000/900000/893000/892957/5041c4ae_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=262x350 at 0x7E499890D2D0>,https://i.travelapi.com/hotels/7000000/6580000/6572900/6572809/4787bdec_b.jpg,262,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E499890DBD0>,https://i.travelapi.com/hotels/6000000/5330000/5326200/5326179/8568183a_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E499890C910>,https://i.travelapi.com/hotels/2000000/1120000/1112800/1112709/66d963a7_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=262x350 at 0x7E499890DDE0>,https://i.travelapi.com/hotels/7000000/6640000/6638500/6638464/10a413b8_b.jpg,262,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890DD50>,https://i.travelapi.com/hotels/2000000/1210000/1207100/1207019/9112ce50_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890D360>,https://i.travelapi.com/hotels/3000000/2550000/2545100/2545084/288560f1_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3264x1836 at 0x7E4998863940>,https://traffickcam.com/images/2018/10/20170914_141511_K12OUT.jpg,3264,1836,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890CBE0>,https://i.travelapi.com/hotels/2000000/1490000/1481900/1481825/20422d76_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890C610>,https://i.travelapi.com/hotels/2000000/1290000/1287600/1287585/fd01fc2f_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890DD80>,https://i.travelapi.com/hotels/1000000/10000/400/395/63fdbe7f_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1024x768 at 0x7E4998862260>,https://traffickcam.com/images/2018/11/20171027_103055_PRDRVS.jpg,1024,768,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890E0B0>,https://i.travelapi.com/hotels/1000000/160000/150600/150534/712ae670_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890C2B0>,https://i.travelapi.com/hotels/2000000/1080000/1074500/1074439/41fdcc39_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890CB50>,https://i.travelapi.com/hotels/1000000/450000/446400/446371/0b365c13_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998860AC0>,https://i.travelapi.com/hotels/1000000/10000/900/821/12450e9d_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890E2C0>,https://i.travelapi.com/hotels/2000000/1060000/1054700/1054639/3eaf86c9_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998863520>,https://i.travelapi.com/hotels/1000000/900000/895000/894999/0d7f6a60_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x252 at 0x7E499890D6F0>,https://i.travelapi.com/hotels/4000000/3620000/3618400/3618334/724e2bfa_b.jpg,350,252,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E49988611B0>,https://traffickcam.com/images/2017/11/20161008_011140_GXCYL2.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E499890DEA0>,https://i.travelapi.com/hotels/1000000/10000/2100/2044/395d7c72_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E499890DA80>,https://i.travelapi.com/hotels/1000000/20000/14100/14007/fbd7b517_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890E770>,https://i.travelapi.com/hotels/6000000/5100000/5095700/5095697/97dd0da5_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890CB80>,https://i.travelapi.com/hotels/1000000/900000/891100/891023/ce62d27e_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E499890DB40>,https://i.travelapi.com/hotels/1000000/430000/421600/421594/11b901e1_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E499890C820>,https://i.travelapi.com/hotels/4000000/3050000/3049500/3049430/fd9590da_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998863BE0>,https://i.travelapi.com/hotels/5000000/4620000/4611700/4611687/42559527_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E499890CA90>,https://i.travelapi.com/hotels/2000000/1240000/1230400/1230386/4f79f93e_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890E6E0>,https://i.travelapi.com/hotels/1000000/890000/885600/885513/0e700219_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E499890E860>,https://i.travelapi.com/hotels/2000000/1460000/1455400/1455313/01bec2f1_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890E1A0>,https://i.travelapi.com/hotels/2000000/1340000/1335800/1335701/528c9748_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E49988639D0>,https://traffickcam.com/images/2018/2/20170110_032123_3OL52M.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=232x350 at 0x7E499890D0C0>,https://i.travelapi.com/hotels/5000000/4110000/4108300/4108270/d4a422c3_b.jpg,232,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x196 at 0x7E499890ECB0>,https://i.travelapi.com/hotels/6000000/5440000/5438300/5438263/b67da9cd_b.jpg,350,196,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1024x768 at 0x7E49989CD510>,https://traffickcam.com/images/2019/2/20180119_033851_5Q7D5F.jpg,1024,768,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499890CD00>,https://i.travelapi.com/hotels/2000000/1890000/1889300/1889270/b6be7a69_b.jpg,350,233,JPEG
